@relation caracteristicas

@attribute roxoSapatoAgnes real
@attribute azulCasacoAgnes real
@attribute cinzaCabeloAgnes real
@attribute marronCabeloBarney real
@attribute marromCamisaBarney real
@attribute azulCalcaBarney real
@attribute classe {Agnes, Barney}

@data
0.4352334104938272,29.578189300411523,1.7260641718106995,0.029738940329218106,0.06550604423868313,1.2201003086419753,Agnes
3.043820730452675,1.1819219393004117,0.8764949845679012,0.007635673868312758,1.5970614711934155,0.004018775720164609,Agnes
0.67578125,3.5839843750000004,5.8828125,0.016927083333333336,0.15104166666666666,6.100911458333334,Agnes
0.138671875,19.470052083333332,0.14908854166666666,0.020182291666666668,0.7395833333333334,0.08463541666666667,Agnes
9.070376800411523,6.597222222222222,2.220775462962963,0.010448816872427984,1.016750257201646,0.019290123456790122,Agnes
8.867026748971194,5.202707047325103,2.014210390946502,0.005626286008230453,0.9604873971193415,0.024112654320987654,Agnes
5.457497427983539,5.12474279835391,2.509323559670782,0.029738940329218106,11.563625257201645,8.037551440329218E-4,Agnes
8.826035236625513,5.328896604938271,1.872749485596708,0.010448816872427984,1.2249228395061729,0.024916409465020578,Agnes
8.418531378600823,4.2494534465020575,2.235243055555556,0.0032150205761316874,1.1236496913580247,0.011252572016460906,Agnes
22.563818158436213,6.111352237654321,1.4748906893004117,0.005626286008230453,1.1939782664609053,0.5389178240740741,Agnes
3.0159505208333335,1.1028645833333333,1.1722005208333335,0.009114583333333334,0.13216145833333331,0.036783854166666664,Agnes
3.099504662004662,7.0212339743589745,10.820039335664337,0.005463286713286713,0.3933566433566434,0.0,Agnes
3.891681235431235,6.11432837995338,11.560314685314685,0.02458479020979021,0.3596663752913753,0.0,Agnes
8.527038323045268,7.556102109053498,3.7246013374485596,0.004822530864197531,0.7635673868312758,0.03616898148148148,Agnes
8.575263631687243,5.117509002057613,2.1347736625514404,0.008037551440329218,1.0947145061728396,8.037551440329218E-4,Agnes
0.26171875,1.060546875,0.2688802083333333,0.043619791666666664,0.49414062499999994,0.27864583333333337,Agnes
7.113233024691358,3.712545010288066,1.976835776748971,0.006831918724279835,0.9118602109053497,0.0,Agnes
2.2012492715617715,4.441196824009324,4.374271561771562,0.002276369463869464,0.3009360431235431,0.0013658216783216783,Agnes
3.7149562757201644,3.415155606995885,0.3231095679012346,0.009645061728395061,0.143872170781893,0.8648405349794238,Agnes
6.099609375,9.343098958333334,3.5598958333333335,6.510416666666667E-4,0.7454427083333334,0.22656249999999997,Agnes
9.458984375,11.256510416666666,1.298828125,0.0,0.4609375,0.0078125,Agnes
5.001302083333333,0.7252604166666666,7.746744791666667,0.0,1.3196614583333333,0.0,Agnes
2.137055652680653,6.107954545454546,0.3542030885780886,0.023674242424242424,0.2085154428904429,0.0,Agnes
2.5963541666666665,1.1331380208333333,0.9970703125000001,0.0,0.4654947916666667,0.9082031250000001,Agnes
0.11295572916666667,1.0481770833333333,12.751953125000002,0.005859375,0.3987630208333333,0.0615234375,Agnes
12.3828125,9.6015625,1.0748697916666665,0.0078125,0.2760416666666667,0.03515625,Agnes
7.076777389277389,16.307000291375292,9.969587703962704,0.003642191142191142,0.05372231934731935,0.009105477855477856,Agnes
3.871649184149184,24.593895687645688,9.555288461538462,0.009105477855477856,0.07921765734265734,0.0,Agnes
2.8513803904428903,2.094259906759907,0.0,0.004097465034965035,0.4657451923076923,0.0,Agnes
6.765336411609499,3.2929996701846966,0.0,0.762697889182058,2.9590616754617414,0.0020613456464379947,Agnes
0.5634323559670782,14.769402649176955,0.012056327160493827,0.0349633487654321,0.10730131172839506,0.05666473765432099,Agnes
0.5590117026748972,15.048305684156379,0.014869470164609053,0.039384002057613166,0.10167502572016461,0.07997363683127573,Agnes
3.218791226912929,13.957371372031663,0.8575197889182058,0.4741094986807388,0.5070910290237467,4.109292546174142,Agnes
3.4981035620052774,4.891573218997362,0.6513852242744064,0.014429419525065964,0.25251484168865435,0.7204403034300791,Agnes
2.2901550131926123,13.929543205804748,1.5305491424802111,0.40402374670184693,0.5668700527704486,5.120382585751979,Agnes
0.7707787004662005,13.239364801864802,6.096572698135199,0.003186917249417249,0.047803758741258744,0.0,Agnes
3.2029642489711936,27.312403549382715,1.4001414609053497,0.01768261316872428,0.12136702674897118,0.6140689300411523,Agnes
23.29684284979424,6.059108153292181,1.5182934670781891,0.005626286008230453,0.5537872942386831,0.6148726851851852,Agnes
40.37109375,2.3304036458333335,0.5257161458333334,0.0107421875,0.05989583333333333,0.0,Agnes
2.335403311965812,17.812249599358974,2.079994658119658,0.007512019230769231,0.050497462606837615,0.0,Agnes
2.2469284188034186,24.42324385683761,1.1359842414529915,0.022536057692307692,0.1218616452991453,0.01418936965811966,Agnes
2.317875267094017,18.19202390491453,2.004874465811966,0.007929353632478632,0.046324118589743585,0.0,Agnes
13.977033660589061,2.0983082047685833,0.002191444600280505,0.013148667601683029,9.911903927068725,0.0,Barney
0.4649105235042735,0.2712673611111111,0.2637553418803419,0.0726161858974359,1.0450053418803418,0.0,Barney
0.7472377968337731,7.070415567282322,0.0793618073878628,0.0,7.515666226912929,0.12265006596306068,Barney
1.1948851683029453,3.3956434081346423,0.0,0.06464761570827489,5.045801192145863,0.0,Barney
0.5270933493589745,0.23162059294871795,0.0,0.03171741452991453,0.85803952991453,0.0,Barney
0.6462318601583114,7.906291226912929,0.09379122691292877,0.0,6.866342348284961,0.038134894459102904,Barney
0.9874131944444444,4.718800080128204,0.03130008012820513,0.06301749465811966,4.276842948717949,0.0,Barney
0.883079594017094,4.65953859508547,0.027126736111111112,0.06719083867521368,4.649522569444445,0.0,Barney
0.7603832799145299,0.4432091346153846,0.16192574786324787,0.06009615384615385,3.7793803418803416,0.0,Barney
0.9477664262820512,4.592765090811966,0.022536057692307692,0.025874732905982908,4.5894264155982905,0.0,Barney
0.4953759348290598,0.19072182158119658,0.013772035256410256,0.035056089743589744,0.9352463942307692,0.0,Barney
1.0070658508158508,2.385635198135198,0.12292395104895106,0.00819493006993007,1.5515734265734267,0.013658216783216784,Barney
8.369791666666666,4.225911458333333,0.046875,0.0013020833333333335,0.030598958333333336,0.005208333333333334,Barney
0.04006410256410256,0.15775240384615385,0.13020833333333331,0.37393162393162394,12.676532451923078,3.743072248931624,Barney
0.06671167695473251,2.2103266460905346,0.0,0.0,0.4123263888888889,2.2175604423868314,Barney
0.06510416666666666,0.6793619791666667,0.054036458333333336,0.041015625,0.24902343749999997,0.018880208333333332,Barney
0.0246227297008547,0.13271233974358976,0.08263221153846154,0.33303285256410253,12.084752270299145,3.84323250534188,Barney
2.6087194055944054,0.5973193473193473,1.910784527972028,0.06692526223776224,1.49466418997669,0.0,Barney
0.2136752136752137,8.800330528846153,0.00500801282051282,0.34889155982905984,1.7185830662393164,0.3443008814102564,Barney
0.2633380074786325,9.407134748931623,0.001669337606837607,0.2741887019230769,1.132228231837607,0.37810496794871795,Barney
0.19772376543209877,1.8269354423868314,0.0,0.0032150205761316874,1.2594843106995883,0.0,Barney
2.3405349794238686,4.418242026748971,0.0,2.561567644032922,0.8495691872427984,0.016075102880658436,Barney
11.121033485273491,0.4930750350631136,0.0,0.2421546283309958,13.835685483870968,0.0,Barney
0.5778999485596708,18.530574845679013,0.020897633744855967,0.07073045267489712,0.4983281893004115,6.1390817901234565,Barney
0.25081797542735046,0.5654881143162394,0.021701388888888888,0.28629139957264954,5.396551148504273,0.564236111111111,Barney
1.109985853909465,2.4016203703703702,0.14306841563786007,0.05626286008230453,0.37454989711934156,2.6266718106995888,Barney
7.891845703125,19.303385416666664,0.011189778645833332,0.07832845052083334,0.24210611979166666,0.0,Barney
9.898885091145832,16.473388671875,0.005086263020833334,0.06306966145833334,0.30517578125,0.022379557291666664,Barney
0.8012820512820512,0.06009615384615385,0.0,0.0717815170940171,8.247362446581196,0.0,Barney
0.045072115384615384,2.6208600427350426,0.0,0.18613114316239315,0.343883547008547,0.0,Barney
0.4298544337606838,0.2495659722222222,14.365067441239315,0.0,0.18905248397435898,0.0,Barney
1.312099358974359,0.04757612179487179,0.0,0.030048076923076924,9.189703525641026,0.0,Barney
0.008138020833333332,0.027669270833333332,0.004231770833333334,0.0087890625,5.709309895833333,0.0,Barney
0.5049746260683761,0.19447783119658119,0.10099492521367523,1.387219551282051,0.26041666666666663,0.0,Barney
0.43494393139841686,12.558748350923482,0.0,0.029889511873350923,0.29374175461741425,0.0,Barney
8.890787760416668,17.296346028645836,0.0010172526041666665,0.07425944010416666,0.3387451171875,0.002034505208333333,Barney
